title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Keijo!!!!!!!!,56505,Manga,178,18,Finished,"['Sports', 'Ecchi']",7.3,4108,"['Sorayomi, Daichi']",Shounen Sunday
Kimi wa Boku no Taiyou,12294,One-shot,1,,Finished,['Slice of Life'],7.01,7517,"['Yumeka, Sumomo']",Mugen Anthology Series
Kodomo no Jikan,582,Manga,93,13,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Ecchi']",7.84,1034,"['Watashiya, Kaworu']",Comic High!
Kokoro Kikai.,2505,Manga,2,1,Finished,['Boys Love'],7.34,3805,"['Yumeka, Sumomo']",Craft
Koukyoushihen Eureka seveN,1037,Manga,23,6,Finished,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",7.79,1184,"['Kondou, Kazuma', 'Kataoka, Jinsei']",Shounen Ace
Liar Game: Roots of A,12999,Manga,6,1,Finished,['Mystery'],7.29,4216,"['Kaitani, Shinobu']",Young Jump
Liar Game: Roots of A #2,24012,One-shot,1,,Finished,"['Drama', 'Mystery']",7.06,6790,"['Kaitani, Shinobu']",Young Jump (Monthly)
Love Letter,9403,Manga,4,1,Finished,"['Drama', 'Romance', 'Supernatural']",7.66,1695,"['Seo, Kouji']",Shounen Magazine (Weekly)
Magical Pâtissière Kosaki-chan!!,83187,Manga,43,4,Finished,"['Action', 'Comedy']",6.82,9799,"['Tsutsui, Taishi']",Shounen Jump+
Mayoe! Nanatsu no Taizai Gakuen!,75055,Manga,47,4,Finished,"['Comedy', 'Fantasy']",7.08,6623,"['Tamaki, Juuichi']",Bessatsu Shounen Magazine
Mayoi Neko Overrun!,17606,Manga,10,2,Finished,"['Comedy', 'Romance', 'Ecchi']",7,7687,"['Yabuki, Kentarou', 'Matsu, Tomohiro']",Jump SQ.
Mirai Nikki: Mosaic Keshi,101858,Manga,8,1,Finished,['Comedy'],6.83,9662,"['Esuno, Sakae', 'Takeuchi, Motoki']",4-koma Nano Ace
Mirai Nikki: Paradox,13277,Manga,5,1,Finished,"['Action', 'Supernatural']",7.28,4366,"['Esuno, Sakae']",Ace Assault
Mujaki no Rakuen,37885,Manga,93,13,Finished,"['Comedy', 'Romance', 'Ecchi']",6.88,9029,['Uran'],Young Animal Arashi
Mushishi Tokubetsu-hen: Hihamukage,62023,Manga,2,1,Finished,"['Fantasy', 'Mystery', 'Supernatural']",8.33,240,"['Urushibara, Yuki']",Afternoon
Mushoku Tensei: 4-koma ni Nattemo Honki Dasu,125735,Manga,25,3,Finished,"['Comedy', 'Fantasy']",7.35,3693,"['Rifujin na Magonote', 'Nogiwa, Kaede']","Comic Dengeki Daioh ""g"""
Nanairo Sekai,3276,Manga,4,,Finished,"['Boys Love', 'Romance']",7.82,1107,"['Yumeka, Sumomo']",Melody
Nanatsu no Taizai Production,93979,Manga,76,4,Finished,['Comedy'],6.93,8414,"['Sakamoto, Chiemi']",ARIA
Naruto Gaiden: Michita Tsuki ga Terasu Michi,97372,One-shot,1,,Finished,"['Action', 'Adventure', 'Fantasy']",7.18,5374,"['Kishimoto, Masashi']",Shounen Jump (Weekly)
Neo Kiseijuu f,80797,Manga,15,1,Finished,"['Action', 'Horror', 'Sci-Fi']",6.53,12814,"['Yuki, Kaori', 'Tooyama, Ema', 'Narushima, Yuri', 'Obata, Yuuki', 'Watanabe, Asia', 'Rinno, Miki', 'Kindaichi, Renjuurou', 'Nakamura, Asumiko', 'mikimaki', 'Kojima, Lalako', 'Shinjou, Hajime', 'Kuroe, Yui', 'Kashio', 'Suruga, Hikaru', 'Kuze, Banko']",ARIA
Neon Genesis Evangelion: Campus Apocalypse,5178,Manga,22,4,Finished,"['Action', 'Sci-Fi']",6.89,8929,"['Min, Min']",Asuka (Monthly)
Nijigahara Holograph,1373,Manga,15,1,Finished,['Drama'],7.57,2123,"['Asano, Inio']",Quick Japan
"No Game No Life, desu!",89961,Manga,21,4,Finished,['Comedy'],7.24,4746,"['Yuizaki, Kazuya']",Comic Alive
Nozo x Kimi,24698,Manga,63,8,Finished,"['Comedy', 'Romance', 'Ecchi']",7.08,6614,"['Honna, Wakou']",Shounen Sunday
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,30389,Manga,75,7,Finished,"['Comedy', 'Romance', 'Ecchi']",6.79,10124,"['Suzuki, Daisuke', 'Rokushou, Kokuu']",Comic Alive
Oniichan no Koto ga Sukisugite Nyan Nyan Shitai Brocon Imouto dakedo Sunao ni Narenai no,48749,Manga,14,2,Finished,"['Romance', 'Supernatural', 'Ecchi']",6.38,13931,"['Ooha, Maiko']",Young Ace
Petit Eva Bokura Tanken Doukoukai,25633,Manga,19,1,Finished,[],,26807,"['Hamamoto, Ryuusuke']",Shounen Ace
Petit Eva: Evangelion@School,25632,Manga,13,1,Finished,[],6.32,14217,"['Hamamoto, Ryuusuke']",Shounen Ace
Plastic Memories: Say to Good-bye,90174,Manga,20,3,Finished,"['Drama', 'Sci-Fi']",7.86,984,['Yuuyuu'],Dengeki G's Comic
Postman,31093,One-shot,1,,Finished,"['Action', 'Drama']",6.72,10899,['Kohske'],Shounen Gangan
Onihime VS,9730,Manga,27,4,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.04,7150,"['Im, Dal Young', 'Lee, Soo Hyun']",Comic Valkyrie
Orenchi no Maid-san,101234,Manga,74,7,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.37,3474,"['Oohara, Roron']",Comic Cune
Rakujitsu no Pathos,92476,Manga,,,Publishing,"['Romance', 'Ecchi']",6.51,12949,['Tsuyatsuya'],Bessatsu Young Champion
Real no Heroine wa Irimasen!,105454,Manga,,,Publishing,"['Comedy', 'Romance']",6.54,12741,"['Tao, Noritake', 'Mikumo, George']",Young Gangan
Aki-Sora,12629,Manga,30,6,Finished,"['Romance', 'Erotica']",6.51,,"['Itosugi, Masahiro']",Champion RED Ichigo
Boku to Kanojo no Koi Log,30177,Manga,19,3,Finished,"['Comedy', 'Romance', 'Ecchi']",6.56,12497,"['SCA-DI', 'Sakura']",Dragon Age
Kyou no Cerberus,57185,Manga,58,12,Finished,"['Comedy', 'Romance', 'Supernatural']",7.53,2398,"['Sakurai, Ato']",Shounen Gangan
Nana to Kaoru: Black Label,21151,Manga,45,5,Finished,"['Drama', 'Romance', 'Erotica']",7.93,,"['Amazume, Ryuta']",Young Animal Arashi
Okusama ga Seitokaichou!,49967,Manga,70,13,Finished,"['Comedy', 'Romance', 'Ecchi']",7.07,6706,"['Nakata, Yumi']",Comic REX
Open Sesame,730,Manga,94,20,Finished,"['Comedy', 'Romance']",7.35,3701,"['Kawakata, Kaoru']",Magazine Special
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",46368,Manga,83,15,Finished,"['Comedy', 'Romance', 'Ecchi']",7.17,5460,"['Nanatsuki, Takafumi', 'Risumai']",Comic REX
Re:Marina,58711,Manga,49,6,Finished,"['Comedy', 'Romance', 'Ecchi']",7.21,5049,"['Harada, Shigemitsu', 'Seguchi, Takahiro']",Young Animal
Siscon Ani to Brocon Imouto ga Shoujiki ni Nattara,112000,Manga,48,4,Finished,"['Comedy', 'Romance']",6.86,9224,"['Hano, Haruka']",Cycomics
Girls Saurus DX,1096,Manga,66,10,Finished,"['Comedy', 'Romance', 'Ecchi']",7.23,4882,"['Kusunoki, Kei']",Sunday Gene-X
UQ Holder!,57765,Manga,193,28,Finished,"['Action', 'Fantasy', 'Sci-Fi']",7.54,2301,"['Akamatsu, Ken']",Bessatsu Shounen Magazine
Wagatsuma-san wa Ore no Yome,48035,Manga,111,13,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.35,3679,"['Kuraishi, Yuu', 'Nishikida, Keishi']",Shounen Magazine (Weekly)
World Customize Creator,74167,Manga,81,8,Finished,"['Action', 'Adventure', 'Fantasy']",6.88,9050,"['Hijikata, Yuu', 'Hero, Tennki']",AlphaPolis Web Manga
29 to JK,109590,Manga,29,6,Finished,"['Comedy', 'Romance']",6.77,10313,"['Yuuji, Yuuji', 'Katou, Kakito']",Gangan Online
Acchi Kocchi,17775,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",7.68,1613,['Ishiki'],Manga Time Kirara
Come Come Vanilla!,25646,Manga,18,3,Finished,"['Comedy', 'Drama', 'Romance', 'Ecchi']",6.73,10736,"['Harumi, Chihiro', 'Tazawa, Daisuke']",Comic Meteor
Domina no Do!,11684,Manga,41,7,Finished,"['Comedy', 'Romance', 'Ecchi']",6.34,14118,"['Zappa, Gou', 'Meguro, Sankichi']",Champion RED
Fortune Arterial,6320,Manga,43,7,Finished,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",7.33,3887,"['Kodama, Miki', 'August']",Comptiq
"Hachi-nan tte, Sore wa Nai deshou!",94181,Manga,,,Publishing,"['Action', 'Drama', 'Fantasy']",6.65,11666,"['Kusumoto, Hiroki', 'Y.A']",ComicWalker
Hakoiri Devil Princess,2949,Manga,41,6,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.04,7131,"['Matsumoto, Makoto', 'Netsu, Maika']",Comic Rush
Hantsu x Trash,41313,Manga,199,18,Finished,"['Comedy', 'Romance', 'Sports', 'Ecchi']",6.56,12563,"['Kobayashi, Hiyoko']",Young Magazine (Weekly)
Hidan no Aria,17536,Manga,,,Publishing,"['Action', 'Comedy', 'Drama', 'Romance', 'Supernatural', 'Ecchi']",7.3,4131,"['Akamatsu, Chuugaku', 'Koyoka, Yoshino']",Comic Alive
Honey Coming: Sweet Love Lesson,11081,Manga,19,3,Finished,"['Comedy', 'Romance']",6.97,7962,"['HOOKSOFT', 'Takano, Ui']",Comptiq
Inukami!,3117,Manga,30,6,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.3,4126,"['Matsuzawa, Mari', 'Arisawa, Mamizu']",Dengeki Comic Gao!
Inumimi,1924,Manga,19,3,Finished,"['Comedy', 'Romance', 'Ecchi']",7.16,5622,"['Nakajima, Rei']",Young Animal Arashi
Kagami no Kuni no Harisugawa,26584,Manga,29,3,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.41,3192,"['Kano, Yasuhiro']",Shounen Jump (Weekly)
Kanojo wa Kannou Shousetsuka,14261,Manga,54,6,Finished,"['Comedy', 'Romance', 'Ecchi']",7.15,5760,"['Gotou, Akira']",Young Gangan
Kanokon,3884,Manga,47,9,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.06,6856,"['Yamaki, Rin', 'Nishino, Katsumi']",Comic Alive
Koisuru Yankee Girl,99595,Manga,,5,Finished,"['Comedy', 'Romance']",6.61,12055,"['Orihara, Sachiko']",Manga Town
Lilim Kiss,763,Manga,24,2,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.04,7127,"['Kawashita, Mizuki']",Shounen Jump (Weekly)
Nyatto!,14776,Manga,18,3,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",6.52,12941,['Shigunyan'],Champion RED Ichigo
Oroka na Tenshi wa Akuma to Odoru,100079,Manga,,,Publishing,"['Comedy', 'Romance', 'Supernatural']",7.54,2333,"['Azuma, Sawayoshi']",Dengeki Maoh
Parallel,862,Manga,20,4,Finished,"['Comedy', 'Romance', 'Ecchi']",7.17,5503,"['Kobayashi, Toshihiko']",Magazine Special
Princess Lucia,12985,Manga,39,5,Finished,"['Comedy', 'Drama', 'Romance', 'Supernatural', 'Ecchi']",7.02,7395,"['Seo, Kouji']",Comic Garden
Ring x Mama,18888,Manga,45,5,Finished,"['Comedy', 'Erotica']",7.38,,"['Manabe, Jouji']",Namaiki!
SE,49661,Manga,37,4,Finished,"['Comedy', 'Romance', 'Ecchi']",6.86,9253,"['Konogi, Yoshiru']",Young Animal
Shounen yo Taishi wo dake!,33753,Manga,25,4,Finished,"['Comedy', 'Romance', 'Ecchi']",6.33,14177,"['Hanamizawa, Q-tarou']",Young King OURs GH
Sora no Otoshimono,8144,Manga,97,20,Finished,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",8.2,385,"['Minazuki, Suu']",Shounen Ace
Sore ga Kanojo no Seigi nara,21328,Manga,23,4,Finished,"['Comedy', 'Romance', 'Ecchi']",6.52,12917,"['Sanada, Rin']",Dengeki Daioh
Suki x Suki,98971,Manga,23,2,Finished,"['Comedy', 'Romance', 'Supernatural']",6.7,11161,"['Hibaru, Shunsuke']",Gangan Online
Tonari no Furi-san ga Tonikaku Kowai.,118741,Manga,,,Publishing,"['Comedy', 'Romance']",7.18,5428,"['Kinoue, Seiichi']",Manga 4-koma Palette
Tsuki Tsuki!,26644,Manga,43,7,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.19,5311,"['Gotou, Yuujin', 'Shibamine, Takashi']",Comic Alive
Tsurutsuru to Zarazara no Aida,63775,Manga,49,4,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.37,3559,['Tsukiko'],good! Afternoon
Yonakano Reiji ni Harem wo!!,111941,Manga,34,5,Finished,"['Comedy', 'Romance']",6.99,7787,"['Kojima, Akira', 'Kazawa, Yohei']",Gangan Joker
"17-sai, Kiss to Dilemma",48825,Manga,24,4,Finished,"['Drama', 'Romance']",6.88,9033,"['Yagami, Rina']",Sho-Comi
Aroma-chan wa Konya mo Hazukashii,112574,Manga,24,4,Finished,"['Comedy', 'Romance', 'Ecchi']",6.59,12237,"['Kenmotsu, Chiyo']",Shounen Magazine Edge
"Asobinin wa Kenja ni Tenshoku Dekiru tte Shittemashita?: Yuusha Party wo Tsuihou sareta Lv99 Doukeshi, ""Daikenja"" ni Naru",120354,Manga,,,Publishing,"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",6.23,14591,"['Senoo, Shippo', 'Yunoki, Yuno']",Suiyoubi wa Mattari Dash X Comic
"Boukensha License wo Hakudatsu sareta Ossan dakedo, Manamusume ga Dekita node Nonbiri Jinsei wo Ouka suru",119533,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.15,5680,"['Tadaura, Fumi', 'Watanabe, Itsuki', 'Ononata, Manimani']",Manga UP!
Dorondororon,142180,Manga,,,Publishing,"['Action', 'Supernatural']",6.54,12711,"['Oosuga, Gen']",Shounen Jump (Weekly)
Dr. Kumahige,112440,Manga,47,5,Finished,['Drama'],,19385,"['Buronson', 'Nagayasu, Takumi']",Young Magazine (Weekly)
Fudatsuki no Kyouko-chan,56513,Manga,37,7,Finished,"['Comedy', 'Romance', 'Supernatural']",7.07,6751,"['Yamamoto, Souichirou']",Gessan
Gamblers Parade,116126,Manga,35,4,Finished,[],6.57,12461,"['Nakayama, Atsushi', 'Kodaka, Kazutaka']",Shounen Magazine (Weekly)
Hametsu no Oukoku,120485,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7,7586,['yoruhashi'],Comic Garden
Hanza Sky,21452,Manga,115,13,Finished,['Sports'],7.2,5198,"['Sadogawa, Jun']",Shounen Champion (Weekly)
"Hazure Skill ""Kage ga Usui"" wo Motsu Guild Shokuin ga, Jitsu wa Densetsu no Ansatsusha",122777,Manga,,,Publishing,['Fantasy'],7.06,6887,"['Araki, Fuu', 'Kennoji']",Web DenPlay Comic
Hiraheishi wa Kako wo Yumemiru,98712,Manga,,,Publishing,['Fantasy'],6.96,8149,"['Suzuki, Izo', 'Okano, Yuu']",AlphaPolis Web Manga
Hiyokoi,17394,Manga,67,14,Finished,"['Romance', 'Slice of Life']",7.7,1517,"['Yukimaru, Moe']",Ribon Magazine
In Bura!: Bishoujo Kyuuketsuki no Hazukashii Himitsu,39839,Manga,16,2,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",6.89,8896,"['Endo, Tatsuya']",Champion RED
Isekai de Saikyou Maou no Kodomotachi 10-nin no Mama ni Nacchaimashita.,119634,Manga,,,Publishing,['Fantasy'],7.03,7204,"['Tooyama, Ema']",Shounen Sirius
Isekai Shoukan wa Nidome desu,115310,Manga,,,Publishing,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",6.27,14440,"['Kishimoto, Kazuha', 'Arashiyama']",Monster Comics
Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?,113548,Manga,,,Publishing,[],6.41,13751,"['Mikawa, Ghost', 'sorani']",Comic Alive
Kikan shita Yuusha no Gojitsudan,131363,Manga,,,Finished,['Comedy'],6.89,8972,"['Tsukiyono, Furudanuki', 'Otono, Kurumi']",GFantasy
Kiruru Kill Me,125043,Manga,,,Publishing,"['Action', 'Comedy', 'Romance', 'Ecchi']",6.69,11172,"['Kano, Yasuhiro']",Shounen Jump+
"Kitaku Tochuu de Yome to Musume ga Dekita n dakedo, Dragon datta.",114924,Manga,,,Publishing,"['Fantasy', 'Romance']",6.96,8157,"['Fukakutei, Waon', 'Amano, Kohitsuji']",Comic Boost
Kono Koi wa Kore Ijou Kirei ni Naranai.,118157,Manga,33,4,Finished,"['Drama', 'Romance']",6.44,13563,"['Maijou, Outarou', 'Momose, Arata']",Shounen Jump+
Kujibiki Tokushou: Musou Harem-ken,117899,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",6.36,14025,"['Miki, Nazuna', 'Hasemi, Ryou']",Suiyoubi wa Mattari Dash X Comic
Kyokou Suiri,89049,Manga,,,Publishing,"['Comedy', 'Mystery', 'Supernatural']",7.8,1172,"['Shirodaira, Kyou', 'Katase, Chashiba']",Shounen Magazine R
Majeh,278,Manhwa,414,55,Finished,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",7.64,1788,"['Kim, Jae-Hwan', 'Ra, In-Soo']",Comic Champ
"Maoyuu Maou Yuusha: 'Kono Ware no Mono to Nare, Yuusha yo' 'Kotowaru!'",26441,Manga,59,18,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",8.01,669,"['Ishida, Akira', 'Touno, Mamare']",Comp Ace
Monku no Tsukeyou ga Nai Love Comedy,85059,Manga,53,4,Finished,"['Comedy', 'Drama', 'Romance', 'Supernatural']",6.84,9489,"['Suzuki, Daisuke', 'Abara, Heiki']",Tonari no Young Jump
Necromance,121456,Manga,43,5,Finished,"['Action', 'Adventure', 'Fantasy', 'Romance']",6.71,11003,"['Doumoto, Yuuki']",Magazine pocket
Ninja Tensei Shinobi Kill,116574,Manga,18,3,Finished,"['Action', 'Comedy', 'Ecchi']",6.52,12930,"['Nishio, Youichi']",Dragon Age
Nise Seiken Monogatari: Osananajimi no Seijo wo Uttara Michizure ni Sareta,125045,Manga,,,Publishing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",7.09,6432,"['Mizokami, Ryou', 'Kanimitsu, Nanakichi']",ArkLight Comic
Ogeha,96456,Manga,15,3,Finished,"['Drama', 'Sci-Fi', 'Slice of Life']",6.49,13146,['oimo'],Comic it
Ojousama no Shimobe,111136,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",6.71,10994,"['Taguchi, Hoshino']",Magazine pocket
